frame_diff,frame_number,side,Rally,,
1,6216,right,,,
1,6217,right,,,
1,6218,left,,,
1,6219,left,,,
2,6221,left,,,
1,6222,left,,,
1,6224,left,,,
4,6228,left,,,
1,6229,left,,,
1,6231,right,,,
1,6232,right,,,
1,6233,right,,,
1,6234,right,,,
1,6235,right,,,
1,6236,right,,,
1,6237,right,,,
1,6238,right,,,
1,6239,right,,,
3,6242,right,,,
1,6243,right,,,
1,6244,right,,,
1,6245,right,,,
1,6246,right,,,
2,6248,left,,,
1,6249,left,,,
1,6252,left,,,
4,6256,left,,,
1,6257,left,,,
1,6259,right,,,
1,6260,right,,,
1,6261,right,,,
1,6262,right,,,
1,6263,right,,,
1,6264,right,,,
1,6265,right,,,
4,6269,right,,,
1,6270,right,,,
2,6272,left,,,
1,6273,left,,,
1,6274,left,,,
1,6275,left,,,
1,6276,left,,,
1,6277,left,,,
1,6286,right,,,
1,6287,right,,,
1,6288,right,,,
1,6289,right,,,
1,6290,right,,,
1,6291,right,,,
1,6292,right,,,
2,6296,right,,,
1,6297,right,,,
1,6298,left,,,
1,6299,left,,,
1,6300,left,,,
1,6301,left,,,
1,6302,left,,,
2,6304,left,,,
1,6305,left,,,
1,6306,left,,,
3,6309,left,,,
2,6311,left,,,
1,6312,left,,,
3,6315,left,,,
1,6316,left,,,
1,6318,right,,,
1,6319,right,,,
1,6320,right,,,
1,6321,right,,,
1,6322,right,,,
1,6323,right,,,
1,6324,right,,,
1,6325,right,,,
1,6326,right,,,
1,6327,right,,,
1,6328,right,,,
2,6332,right,,,
1,6333,right,,,
1,6334,right,,,
1,6335,right,,,
1,6336,right,,,
1,6337,right,,,
1,6338,right,,,
1,6339,left,,,
1,6340,left,,,
1,6341,left,,,
1,6342,left,,,
1,6343,left,,,
1,6344,left,,,
1,6345,left,,,
1,6346,left,,,
1,6347,left,,,
1,6348,left,,,
1,6349,left,,,
2,6351,left,,,
1,6352,left,,,
1,6353,left,,,
1,6354,left,,,
1,6355,left,,,
1,6357,right,,,
1,6358,right,,,
1,6359,right,,,
1,6360,right,,,
1,6361,right,,,
1,6362,right,,,
1,6363,right,,,
1,6364,right,,,
1,6365,right,,,
3,6368,right,,,
1,6369,right,,,
1,6370,right,,,
1,6371,right,,,
1,6372,left,,,
1,6373,left,,,
1,6374,left,,,
1,6375,left,,,
1,6376,left,,,
1,6377,left,,,
1,6378,left,,,
1,6379,left,,,
1,6388,right,,,
1,6389,right,,,
1,6390,right,,,
1,6391,right,,,
1,6392,right,,,
1,6393,right,,,
1,6394,right,,,
1,6395,right,,,
1,6396,right,,,
2,6398,right,,,
1,6399,right,,,
1,6400,right,,,
1,6401,right,,,
2,6403,right,,,
1,6404,left,,,
1,6405,left,,,
1,6406,left,,,
1,6415,right,,,
1,6416,right,,,
1,6417,right,,,
1,6418,right,,,
1,6419,right,,,
1,6420,right,,,
1,6421,right,,,
1,6422,right,,,
1,6423,right,,,
1,6424,right,,,
2,6426,right,,,
1,6427,right,,,
1,6428,right,,,
2,6430,right,,,
1,6431,right,,,
1,6432,right,,,
1,6433,right,,,
1,6434,left,,,
1,6435,left,,,
1,6436,left,,,
1,6437,left,,,
1,6438,left,,,
1,6439,left,,,
1,6440,left,,,
1,6441,left,,,
1,6442,left,,,
2,6448,right,,,
1,6449,right,,,
1,6450,right,,,
1,6451,right,,,
1,6452,right,,,
1,6453,right,,,
1,6454,right,,,
1,6455,right,,,
1,6456,right,,,
2,6458,right,,,
1,6459,right,,,
1,6460,right,,,
1,6461,right,,,
1,6462,right,,,
1,6463,right,,,
1,6464,left,,,
1,6465,left,,,
1,6466,left,,,
1,6467,left,,,
1,6468,left,,,
1,6469,left,,,
1,6470,left,,,
1,6477,right,,,
2,6479,right,,,
1,6480,right,,,
1,6481,right,,,
1,6482,right,,,
1,6483,right,,,
1,6484,right,,,
4,6488,right,,,
1,6489,right,,,
1,6490,left,,,
1,6491,left,,,
1,6492,left,,,
1,6493,left,,,
1,6494,left,,,
1,6495,left,,,
1,6496,left,,,
3,6500,left,,,
1,6501,left,,,
1,6502,left,,,
1,6503,left,,,
1,6505,right,,,
1,6506,right,,,
1,6507,right,,,
1,6508,right,,,
1,6509,right,,,
1,6510,right,,,
2,6512,right,,,
2,6514,right,,,
1,6515,right,,,
1,6516,left,,,
1,6517,left,,,
1,6518,left,,,
1,6519,left,,,
1,6520,left,,,
1,6521,left,,,
1,6522,left,,,
1,6523,left,,,
1,6524,left,,,
1,6525,left,,,
2,6528,left,,,
1,6529,left,,,
1,6530,left,,,
1,6531,left,,,
1,6532,left,,,
2,6535,right,,,
1,6536,right,,,
1,6537,right,,,
1,6538,right,,,
1,6539,right,,,
1,6540,right,,,
1,6541,right,,,
1,6542,right,,,
1,6543,right,,,
1,6544,right,,,
1,6545,right,,,
1,6546,right,,,
1,6547,right,,,
1,6548,right,,,
1,6549,right,,,
1,6550,right,,,
3,6553,right,,,
1,6554,right,,,
1,6555,right,,,
1,6556,right,,,
1,6557,left,,,
1,6558,left,,,
1,6559,left,,,
1,6560,left,,,
1,6561,left,,,
1,6562,left,,,
1,6572,right,,,
1,6573,right,,,
1,6574,right,,,
1,6575,right,,,
1,6576,right,,,
1,6577,right,,,
1,6578,right,,,
1,6579,right,,,
1,6580,right,,,
1,6581,right,,,
2,6583,right,,,
1,6584,right,,,
1,6585,right,,,
1,6586,right,,,
2,6588,left,,,
1,6589,left,,,
1,6590,left,,,
1,6591,left,,,
1,6592,left,,,
1,6600,right,,,
1,6601,right,,,
1,6602,right,,,
1,6603,right,,,
2,6605,right,,,
1,6606,right,,,
1,6607,right,,,
2,6609,right,,,
1,6610,right,,,
1,6611,right,,,
1,6612,right,,,
1,6613,left,,,
1,6614,left,,,
1,6615,left,,,
1,6616,left,,,
1,6617,left,,,
1,6618,left,,,
1,6619,left,,,
1,6626,right,,,
1,6627,right,,,
1,6628,right,,,
1,6629,right,,,
1,6630,right,,,
1,6631,right,,,
1,6632,right,,,
1,6633,right,,,
1,6634,right,,,
3,6637,right,,,
1,6638,right,,,
1,6639,right,,,
2,6642,right,,,
1,6643,right,,,
1,6644,left,,,
1,6645,left,,,
1,6646,left,,,
1,6647,left,,,
1,6648,left,,,
1,6649,left,,,
1,6650,left,,,
1,6651,left,,,
3,6654,left,,,
1,6655,left,,,
1,6656,left,,,
1,6657,left,,,
1,6658,left,,,
1,6659,left,,,
2,6662,right,,,
1,6663,right,,,
1,6664,right,,,
1,6665,right,,,
1,6666,right,,,
1,6667,right,,,
1,6668,right,,,
1,6669,right,,,
1,6670,right,,,
2,6672,right,,,
1,6673,right,,,
1,6674,right,,,
1,6675,right,,,
1,6676,right,,,
1,6677,left,,,
1,6678,left,,,
1,6679,left,,,
1,6680,left,,,
1,6681,left,,,
1,6682,left,,,
1,6683,left,,,
1,6684,left,,,
1,6685,left,,,
7,6692,left,,,
1,6693,left,,,
1,6694,left,,,
2,6697,right,,,
1,6698,right,,,
1,6699,right,,,
1,6700,right,,,
1,6701,right,,,
1,6702,right,,,
1,6703,right,,,
1,6704,right,,,
1,6705,right,,,
2,6708,right,,,
1,6709,right,,,
1,6710,right,,,
1,6711,right,,,
1,6712,right,,,
1,6713,right,,,
1,6714,left,,,
1,6715,left,,,
1,6716,left,,,
1,6717,left,,,
2,6726,right,,,
1,6727,right,,,
1,6728,right,,,
1,6729,right,,,
1,6730,right,,,
1,6731,right,,,
1,6732,right,,,
2,6734,right,,,
1,6735,right,,,
4,6739,left,,,
1,6740,left,,,
1,6741,left,,,
1,6742,left,,,
8,6750,left,,,
1,6751,left,,,
7,6758,left,,,
1,6759,left,,,
81,6840,left,,,
1,6841,left,,,
1,6842,left,,,
1,6843,left,,,
1,6845,left,,,
1,6846,left,,,
3,6849,left,,,
1,6850,left,,,
2,6853,left,,,
27,6880,left,,,
1,6881,left,,,
15,6904,left,,,
43,7040,left,,,
1,7041,left,,,
1,7042,left,,,
1,7043,left,,,
1,7044,left,,,
1,7045,left,,,
1,7046,left,,,
1,7049,left,,,
2,7051,left,,,
2,7053,left,,,
1,7054,left,,,
1,7055,left,,,
74,7416,right,,,
1,7417,right,,,
1,7418,right,,,
1,7419,right,,,
2,8209,right,,,
2,8211,right,,,
19,8230,left,,,
1,8231,left,,,
48,8285,right,,,
2,8287,right,,,
2,8289,right,,,
1,8290,right,,,
1,8291,right,,,
1,8292,right,,,
